CODEACTE;CODEACTE_LABEL
ZDM+166;FABRIC SUR MOULAGE D'1 ORTHÈSE STATIQUE D'1 SEGMENT MEMBRE SUPÉRIEUR
ZDM+178;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESS ÉLASTIQUE MBRE SUP EN DEHORS MAIN
ZDM+179;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE MAIN
ZDM+202;FABRIC SUR MESURE D'1 ORTHÈSE DYNAMIQUE D'1 DOIGT + 2 ÉLÉMENTS MOTEURS
ZDM+214;FABRIC SUR MESURE D'1 ORTHÈSE DYNAMIQUE MEMBRE SUPÉRIEUR + 1 ÉLÉMENT MOTEUR
ZDM+215;FABRIC SUR MOULAGE D'1 ORTHÈSE DYNAMIQUE NON ARTICULÉE 2 SEGMENTS MBRE SUP + PLSRS ÉLÉMENTS MOT
ZDM+225;FABRIC SUR MOULAGE D'1 ORTHÈSE DYNAMIQUE ARTICULÉE 2 SEGMENTS MBRE SUP + PLSRS ÉLÉMENTS MOT
ZDM+228;FABRIC SUR MOULAGE D'1 ORTHÈSE DYNAMIQUE NON ARTICULÉE 3 SEGMENTS MBRE SUP + PLSRS ÉLÉMENTS MOT
ZDM+230;FABRIC D'1 PROTHÉSE ACTIVE ÉLECTRIQUE POUR AMPUTATION TRANSHUMÉRALE / DÉSARTICULATION COUDE
ZDM+231;FABRIC D'1 PROTHÈSE ACTIVE ÉLECTRIQUE POUR DÉSARTICULATION D'ÉPAULE
ZDM+232;ADAPT SECONDAIRE PROTHÈSE MEMBRE SUPÉRIEUR AU COURS RÉADAPT
ZDM+233;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESSION ÉLASTIQUE MAIN
ZDM+236;FABRIC SUR MESURE D'1 ORTHÈSE STATIQUE MEMBRE SUPÉRIEUR
ZDM+278;FABRIC SUR MOULAGE D'1 ORTHÈSE DYNAMIQUE NON ARTICULÉE 3 SEGMENTS MBRE SUP + 1 ÉLÉMENT MOT
ZDM+281;FABRIC SUR MESURE D'1 ORTHÈSE STATIQUE 3 SEGMENTS MEMBRE SUPÉRIEUR
ZDM+283;FABRIC SUR MESURE D'1 ORTHÉSE COMPRESSION ÉLASTIQUE MAIN / PIED, SANS ADJONCTION Ã€ COMPRESSION
ZDM+286;FABRIC SUR MESURE D'1 ORTHÉSE DYNAMIQUE 2 SEGMENTS MEMBRE SUPÉRIEUR + 1 ÉLÉMENT MOTEUR
ZDM+288;SÉANCE PRÉPAR MOIGNON POUR FABRIC EMBOÎTURE PROTHÈSE
ZDM+290;FABRIC SUR MOULAGE D'1 ORTHÈSE STATIQUE NON ARTICULÉE 2 SEGMENTS MEMBRE SUPÉRIEUR
ZDM+383;FABRIC SUR MESURE D'1 ORTHÈSE DYNAMIQUE MEMBRE SUPÉRIEUR + PLUSIEURS ÉLÉMENTS MOTEURS
ZDM+464;FABRIC SUR MOULAGE D'1 ORTHÈSE ARTICULÉE MEMBRE SUPÉRIEUR
ZDQ+016;ÉVAL POUR FABRIC / FOURNIT PROTHÈSE MEMBRE SUPÉRIEUR
ZDQ+041;ÉVAL POUR FABRIC / FOURNIT D'ORTHÉSE MEMBRE POUR ACTIVITÉ PROFESSIONNELLE / SPORTIVE
ZDQ+159;ÉVAL POUR FABRIC / FOURNIT PROTHÉSE MEMBRE SUPÉRIEUR POUR ACTIVITÉ PROFESSIONNELLE / SPORTIVE
ZDQ+262;ÉVAL PRÉALABLE Ã€ PRESCRIPTION PROTHÉSE MYOÉLECTRIQUE MEMBRE SUPÉRIEUR
ZDR+067;SÉANCE APPRENTIS CHAUSSAGE D'1 PROTHÈSE MEMBRE
ZDR+234;SÉANCE D'ENTRNMT POINTS MOT PAR RÉTROCONTRÔLE MUSCUL, POUR PROTHÈSE MYOÉLECTRIQUE MBRE SUP
ZEK+221;CHANGEMENT PIÈCE PROTHÈSE MEMBRE INFÉRIEUR
ZEM+008;FABRIC D'ORTHÈSE COMBLEMENT PLANTE PIED
ZEM+012;FABRIC D'1 PROTHÉSE POUR AMPUTATION PARTIELLE PIED
ZEM+013;FABRIC SECONDAIRE D'EMBOÎTURE POUR PROTHÈSE EXTERNE MEMBRE INFÉRIEUR
ZEM+037;FABRIC SUR MOULAGE D'1 ORTHÈSE NON ARTICULÉE MEMBRE INFÉRIEUR
ZEM+040;FABRIC D'1 APPAREIL D'IMMOBILISATION / POSTURE MEMBRE INFÉRIEUR EN PLÂTRE / EN RÉSINE
ZEM+047;FABRIC D'ORTHÈSE THERMOSOUDÉE & THERMOFORMÉE PLANTE PIED
ZEM+059;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESS RIGIDE MBRE INF EN DEHORS PIED
ZEM+079;FABRIC SUR MOULAGE D'1 ORTHÈSE ARTICULÉE 3 SEGMENTS MEMBRE INFÉRIEUR
ZEM+089;FABRIC D'ORTHÈSE THERMOFORMÉE PLANTE PIED
ZEM+098;FABRIC SUR MOULAGE D'1 ORTHÈSE NON ARTICULÉE 3 SEGMENTS MEMBRE INFÉRIEUR
ZEM+111;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE PIED
ZEM+116;FABRIC SUR MOULAGE D'1 ORTHÈSE NON ARTICULÉE 2 SEGMENTS MEMBRE INFÉRIEUR
ZEM+128;ADAPT SECONDAIRE ALIGNEMENTS PROTHÈSE MEMBRE INFÉRIEUR AU COURS RÉADAPT
ZEM+129;FABRIC D'ORTHÈSE THERMOSOUDÉE PLANTE PIED
ZEM+133;FABRIC D'1 ORTHÈSE POSTURE, COMBLEMENT / PROTECTION D'ORTEIL
ZEM+143;FABRIC D'1 PROTHÉSE POUR AMPUTATION TRANSTIBIALE / DÉSARTICULATION CHEVILLE
ZEM+150;FABRIC SUR MOULAGE D'1 ORTHÈSE D'1 SEGMENT MEMBRE INFÉRIEUR
ZEM+158;FABRIC SUR MESURE D'1 ORTHÈSE 2 SEGMENTS MEMBRE INFÉRIEUR
ZEM+168;ADAPT SECONDAIRE EMBOÎTURE POUR ÉVOLUTION MORPHOLOGIQUE MOIGNON MEMBRE INFÉRIEUR
ZEM+173;FABRIC SUR MESURE D'1 ORTHÈSE D'1 SEGMENT MEMBRE INFÉRIEUR
ZEM+188;FABRIC SUR MESURE D'1 ORTHÈSE 3 SEGMENTS MEMBRE INFÉRIEUR
ZEM+205;FABRIC SUR MESURE D'1 ORTHÈSE MEMBRE INFÉRIEUR
ZEM+211;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESSION ÉLASTIQUE PIED
ZEM+217;FABRIC SUR MOULAGE D'1 ORTHÈSE ARTICULÉE 2 SEGMENTS MEMBRE INFÉRIEUR
ZEM+218;FABRIC D'1 PROTHÈSE BIONIQUE MEMBRE INFÉRIEUR
ZEM+241;FABRIC D'1 PROTHÈSE POUR DÉSARTICULATION HANCHE
ZEM+258;FABRIC D'ORTHÈSE PLANTE PIED
ZEM+269;FABRIC D'1 PROTHÉSE POUR AMPUTATION TRANSFÉMORALE / DÉSARTICULATION GENOU
ZEM+287;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESS ÉLASTIQUE MBRE INF EN DEHORS PIED
ZEM+331;FABRIC SUR MOULAGE D'1 ORTHÈSE ARTICULÉE MEMBRE INFÉRIEUR
ZEQ+046;ÉVAL POUR FABRIC PROTHÉSE MEMBRE INFÉRIEUR POUR ACTIVITÉS PROFESSIONNELLES / SPORTIVES
ZEQ+055;ÉVAL PRÉALABLE Ã€ PRESCRIPTION PROTHÉSE BIONIQUE MEMBRE INFÉRIEUR
ZEQ+120;VALUATION SECONDAIRE ADAPT D'ORTHÉSE PLANTE PIED
ZEQ+198;ÉVAL POUR FABRIC / FOURNIT PROTHÈSE MEMBRE INFÉRIEUR
ZEQ+203;VALUATION 2aire ADAPT D'ORTHÉSE POSTURE, COMBLEMENT / PROTECTION D'ORTEIL
ZFM+242;SÉANCE COLLECTIVE RESTAURATION &/ DÉVELOPPEMENT ASVQS
ZFM+298;SÉANCE INDIVIDUELLE RESTAURATION &/ DÉVELOPPEMENT ASVQS
ZFQ+112;ÉVAL QUALITÉ VIE PATIENT
ZFQ+129;ÉVAL SUR LIEU VIE + MISE EN SITUATION & ANALYSE COMPORTEMENT PATIENT
ZFR+002;SÉANCE RÉADAPT AUX AVQS
ZFR+014;SÉANCE COLLECT RÉADAPT PHYSIQ & PSYCHOSOCIALE PAR ACTIVITÉS PHYSIQ COOPÉRATION & D'OPPOSITION
ZFR+031;SÉANCE RÉADAPT AUX ASVQS
ZFR+073;S COLLECT RÉADAPT PHYSIQ & PSYCHOSOC PAR ACTIVITÉS PHYSIQ PLEINE NATURE / EN ENVIRNMNT DIVERSIFIÉ
ZFR+111;SÉANCE RÉÉDUC POUR ÉTAT SÉQUELLAIRE / STABILISÉ
ZFR+137;SÉANCE COLLECT RÉADAPT PHYSIQ & PSYCHOSOCIALE PAR ACTIVITÉS PHYSIQ &/ SPORTIVES PRÉCIS & D'ADRESSE
ZFR+175;SÉANCE COLLECT RÉADAPT PHYSIQ & PSYCHOSOCIALE PAR ACTIVITÉS PHYSIQ D'EXPRESS CORP, ARTIST &/ ESTHÉT
ZFR+199;SÉANCE RÉADAPT AUX AIVQS
ZFR+213;SÉANCE RÉADAPT AUX AVQS + MISE EN SITUATION DANS 1 ENVIRONNEMENT REPRODUISANT LIEU VIE
ZFR+237;SÉANCE RÉADAPT AUX ASVQS + MISE EN SITUATION DANS 1 ENVIRONNEMENT REPRODUISANT LIEU VIE
ZFT+114;ENTRETIEN PROGRAMMÉ D'INFORMATION &/ AJUSTEMENT CONTRAT SOINS / VIE
ZGM+105;PRÉPAR & SUIVI AVANCEMENT DOSSIER POUR RÉINSERTION SCOLAIRE
ZGM+247;PRÉPAR & SUIVI AVANCEMENT DOSSIER POUR RÉINSERTION PROFESSIONNELLE
ZGQ+015;VALUATION FINALE CAPACITÉS PATIENT POUR ASVQS  + MISE EN SITUATION
ZGQ+046;VALUATION INTERMÉD / ÉVAL PONCT CIBLÉE SUR 1 ACTIVITÉ, CAPACITÉS PATNT POUR AVQS  + MISE EN SITUAT
ZGQ+099;VALUATION INIT CAPACITÉS PATIENT POUR ASVQS  + MISE EN SITUATION
ZGQ+137;VALUATION INIT CAPACITÉS PATIENT POUR AVQS  + MISE EN SITUATION
ZGQ+180;VALUATION FINALE CAPACITÉS PATIENT POUR AIVQS  + MISE EN SITUATION
ZGQ+185;ÉVAL FARDEAU AIDANT
ZGQ+217;VALUATION CAPACITÉS PATIENT POUR AVQS , AIVQS &/ ASVQS [AIVQ &/ ASVQ], PAR QUEST
ZGQ+248;VALUATION INIT CAPACITÉS PATIENT POUR AIVQS  + MISE EN SITUATION
ZGQ+249;ÉVAL CENTRES D'INTÉRÊT & SOUHAITS PERSONNE POUR ACTIVITÉS SOCIOCULTURELLES & SPORTIVES
ZGQ+279;VALUATION FINALE CAPACITÉS PATIENT POUR AVQS  + MISE EN SITUATION
ZGQ+286;VALUATION INTERMÉD CAPACITÉS PATIENT POUR ASVQS  + MISE EN SITUATION
ZGQ+287;ÉVAL STRUCTURÉE RELATION PARENT-ENFANT
ZGQ+294;VALUATION INTERMÉD CAPACITÉS PATIENT POUR AIVQS  + MISE EN SITUATION
ZGQ+358;ÉVAL MAINTIEN POSTURE EN ADÉQUATION + 1 SITUATION VIE
ZGR+003;SÉANCE D'ADAPT POSTURE + MISE EN SITUATION
ZGR+043;SÉANCE RÉENTRAINEMENT PROFESSIONNEL SUR POSTE TRAVAIL
ZGR+044;RÉADAPT Ã€ VIE SOCIALE PAR PARTICIPATION Ã€ 1 MANIFESTATION SPORTIVE, CULTURELLE / LOISIRS
ZGR+054;SÉANCE APPRENTIS SOINS DÉVELOPPEMENT ENFANT MOINS 3 ANS
ZGR+068;SÉANCE D'ATELIER TRAVAIL
ZGR+255;SÉANCE D'ATELIER D'ACTIVITÉS ARTISTIQUES, CULTURELLES &/ LOISIRS
ZGT+017;PRÉSENTATION D'ATELIER TRAVAIL
ZGT+031;ENTRETIEN + L'ENTOURAGE POUR IMPLICATION DANS RÉALISATION PROJET VIE PATIENT
ZGT+044;RESTITUTION APRÈS ATELIER TRAVAIL
ZGT+069;ACCOMPAGNEMENT RELATION PARENT-ENFANT
ZGT+094;ENTRETIEN INDIVIDUEL RELATION D'AIDE DANS DOMAINE SOCIAL
ZGT+100;ACCOMPAGNEMENT SÉPARATION PARENT-ENFANT
ZGT+136;ASSISTANCE ÉDUCATIVE INDIVIDUELLE
ZGT+145;ASSISTANCE ÉDUCATIVE COLLECTIVE
ZGT+162;ACCOMPAGNEMENT Ã€ PARENTALITÉ
ZGT+251;ENTRETIEN D'AIDE Ã€ PRISE CONSCIENCE LIMITES CAPACITÉS LIÉES AU HANDICAP
ZGT+259;ASSISTANCE SPÉCIALISÉE POUR ACCOMPAGNEMENT SCOLARITÉ
ZGT+295;ENTRETIEN COLLECTIF RELATION D'AIDE DANS DOMAINE SOCIAL
ZV;RÉALISATION ACTE AU LIT PATIENT
ZZB+066;DOUBLEMENT COMPRESSION D'1 ORTHÈSE COMPRESSION ÉLASTIQUE
ZZC+028;DIAGNOSTIC ÉDUCATIF INITIAL + ÉTABSSMNT D'1 PROGRAMME PERS D'ÉDUCATION THÉRAPEUTIQUE
ZZC+207;SYNTHÈSE ÉVALS POUR DIAGNOSTIC & ÉLABORATION D'1 PLAN D'INTERVENTION EN ERGOTHÉRAPIE
ZZC+221;SYNTHÈSE INTERDISCIPLINAIRE RÉÉDUC &/ RÉADAPT
ZZC+255;DIAGNOSTIC ÉDUCATIF INITIAL SANS ÉTABLISSEMENT PROGRAMME PERSONNALISÉ D'ÉDUCATION THÉRAPEUTIQUE
ZZC+463;SYNTHÈSE ÉVALS CAPACITÉS SENSORIELLES, SENSIT & MOT NÉCESSAIRES À CONDUITE AUTOMOBILE
ZZE+026;DÉPLAC HORS ÉTABSSMNT POUR ACCOMPLI DÉMARCHE SOCIO-ADMIN, JURIDIQ, ÉDUCAT &/ RÉINSERT SCOLAI / PROF
ZZG+250;ABLATION D'1 APPAREIL D'IMMOBILISATION / POSTURE EN PLÂTRE / EN RÉSINE
ZZM+013;FOURNIT + ADAPT INITIALE DISPOSITIF TECHNIQUE COMPENSATION / D'ORTHÈSE, SÉRIE
ZZM+051;ADAPT SECONDAIRE DISPOSITIF TECHNIQUE COMPENSATION / D'ORTHÈSE
ZZM+054;PRÉPAR & SUIVI AVANCEMENT PLSRS DOSSIERS DEMANDE PRESTATION SOCIALE LÉGALE + DÉMARCHES MULTIPLES
ZZM+058;FABRIC D'1 ADJONCTION À COMPRESS SANS PRISE MESURE, SANS MOULAGE & SANS PRISE D'EMPREINTE
ZZM+066;PRÉPAR & SUIVI AVANCMNT D'1 DOSSIER DEMANDE PRESTAT SOCIALE / D'INDEMNISATION + DÉMARCHE UNIQU
ZZM+080;RÉPAR / RÉVISION DISPOSITIF TECHNIQUE COMPENSATION / D'ORTHÉSE
ZZM+092;PRÉPAR AU RETOUR Ã€ DOMICILE / AUX SORTIES THÉRAPEUTIQUES
ZZM+096;MODIFICATION SECONDAIRE DISPOSITIF TECHNIQUE ÉLECTRONIQUE COMPENSATION
ZZM+114;PRÉPAR & SUIVI AVANCEMENT PLUSIEURS DOSSIERS DEMANDE PRESTATION SOCIALE LÉGALE + DÉMARCHE UNIQUE
ZZM+117;ADAPT D'APPAREILLAGE POUR ACTIVITÉ SPORTIVE
ZZM+133;FABRIC SUR MESURE PAR MOUL, PRISE EMPREINTE / NUMÉRISATION D'1 ADJONCT À COMPRESS + INTERFACE LISSE
ZZM+140;FOURNIT SANS ADAPT DISPOSITIF TECHNIQUE COMPENSATION / D'ORTHÈSE, SÉRIE
ZZM+142;FABRIC MESURE PAR MOUL, PRISE EMPREINTE / NUMÉRISATION D'1 ADJONCT À COMPRESS + INTERFACE EN RELIEF
ZZM+143;PRÉPAR &/ SUIVI AVANCEMENT DOSSIER POUR RELOGEMENT / PLACEMENT EN ÉTABSSMNT / EN SUBSTITUT LOGEMENT
ZZM+159;PRÉPAR & SUIVI AVANCEMENT D'1 DOSSIER POUR MESURE PROTECTION &/ MESURE ÉDUCATIVE
ZZM+161;PRÉPAR & SUIVI AVANCEMENT D'1 DOSSIER DEMANDE PRESTATION SOCIALE LÉGALE + DÉMARCHES MULTIPLES
ZZM+175;MODIFICATION SECONDAIRE DISPOSITIF TECHNIQUE COMPENSATION / D'ORTHÈSE
ZZM+193;ADAPT SECONDAIRE DISPOSITIF TECHNIQUE ÉLECTRONIQUE COMPENSATION
ZZM+216;FABRIC PROTOTY POUR FOURNIT DISPOSIT D'AIDE AU MAINTIEN POSTURE AXIAL EN POSIT ASSISE / ALLONG
ZZM+264;TRANSFORMATION D'1 APPAREIL D'IMMOBILISATION / POSTURE EN PLÂTRE / EN RÉSINE EN APPAREIL BIVALVE
ZZM+291;FABRIC DISPOSITIF TECHNIQUE COMPENSATION
ZZQ+027;ÉVAL INTERMÉD COMPÉTENCES ACQUISES AU COURS D'1 PROGRAMME PERS D'ÉDUCATION THÉRAPEUTIQUE
ZZQ+032;ÉVAL INTERMÉDIAIRE DÉROULEMENT D'1 PLAN D'INTERVENTION EN ERGOTHÉRAPIE
ZZQ+042;ÉVAL POUR ADAPT POSTE TRAVAIL / ENVIRONNEMENT SCOLAIRE
ZZQ+044;ÉVAL POUR FABRIC / FOURNIT D'ORTHÈSE
ZZQ+062;ÉVAL SECONDAIRE UTILISATION DISPOSITIF TECHNIQUE COMPENSATION
ZZQ+085;ÉVAL CAPACITÉS SENSIT & MOT POUR L'APTITUDE À CONDUITE D'1 VÉHIC AUTOMOBILE SANS ADAPT PERS
ZZQ+090;ÉVAL FINALE DÉROULEMENT D'1 PLAN D'INTERVENTION EN ERGOTHÉRAPIE
ZZQ+094;ÉVAL FONCTIONNEMENT + MISE EN SITUATION CONDUITE SIMULÉE
ZZQ+106;ÉVAL POUR FABRIC / FOURNIT DISPOSITIF TECHNIQUE COMPENSATION
ZZQ+112;ÉVAL FINALE POUR ÉDUCATION EN DEHORS D'1 PROGRAMME D'ÉDUCATION THÉRAPEUTIQUE
ZZQ+136;ÉVAL FONCTIONNEMENT + MISE EN SITUATION SUR ROUTE
ZZQ+140;VALUATION PROJET VIE PATIENT SANS PRÉPAR DOSSIER POUR MDPH
ZZQ+147;ÉVAL APTITUDE Ã€ CONDUITE D'1 VÉHICULE AUTOMOBILE + ADAPT UNIQUE NON PERSONNALISÉE
ZZQ+150;ÉVAL APTITUDE Ã€ CONDUITE D'1 VÉHICULE AUTOMOBILE + ADAPTS MULTIPLES NON PERSONNALISÉES
ZZQ+184;ÉVAL SITUATION SOCIALE, PROFESSIONNELLE &/ SCOLAIRE
ZZQ+186;ÉVAL & ÉLABORATION PROJET D'AMÉNAGEMENT PERSONNALISÉ LIEU VIE
ZZQ+192;ÉVAL INITIALE POUR ÉDUCATION EN DEHORS D'1 PROGRAMME D'ÉDUCATION THÉRAPEUTIQUE
ZZQ+200;VALUATION PROJET VIE PATIENT + PRÉPAR DOSSIER POUR MDPH
ZZQ+242;ÉVAL SECONDAIRE UTILISATION D'ORTHÈSE
ZZQ+243;ÉVAL INTERMÉDIAIRE POUR ÉDUCATION EN DEHORS D'1 PROGRAMME D'ÉDUCATION THÉRAPEUTIQUE
ZZQ+261;ÉVAL INDIV FINALE COMPÉTENCES ACQUISES AU COURS D'1 PROGRAMME PERS D'ÉDUCATION THÉRAPEUTIQUE
ZZQ+286;ÉVAL SUR PLAN LIEU VIE + ANALYSE HABITUDES VIE PATIENT
ZZQ+291;ÉVAL CAPACITÉS SENSIT & MOT POUR L'APTITUDE À CONDUITE D'1 VÉHIC AUTOMOBILE + ADAPT PERS
ZZR+018;INFORMATION & INITIATION INDIVIDUELLE PRÉALABLE Ã€ APPRENTIS D'1 AUTOSOIN
ZZR+020;SÉANCE INDIVIDUELLE D'ÉDUCATION EN DEHORS D'1 PROGRAMME D'ÉDUCATION THÉRAPEUTIQUE
ZZR+026;SÉANCE COLLECTIVE D'INFORMATION PATIENT &/ SON ENTOURAGE
ZZR+028;SÉANCE COLLECTIVE RELAXATION
ZZR+038;SÉANCE APPRENTIS & ENTRNMT À L'UTILISATION DISPOSITIF TECHNIQUE COMPENS INFORMATIQUE / ÉLECTRONIQUE
ZZR+053;SÉANCE APPRENTIS & ENTRAINEMENT À L'UTILISATION DISPOSITIF TECHNIQUE COMPENSATION
ZZR+063;S APPRENTIS PATNT &/ SON ENTOURAGE À RÉALIS D'1 AUTOSOIN, EN DHS D'1 PROGRME ÉDUCATION TTTQUE
ZZR+079;SÉANCE INDIVIDUELLE D'INFORMATION PATIENT &/ SON ENTOURAGE
ZZR+145;SÉANCE INDIVIDUELLE RELAXATION
ZZR+227;SÉANCE INDIVIDUELLE D'ÉDUCATION THÉRAPEUTIQUE
ZZR+238;SÉANCE D'ÉDUCATION THÉRAPEUTIQUE EN ATELIER COLLECTIF
ZZR+287;INFORMATION & INITIATION COLLECTIVE PRÉALABLE Ã€ APPRENTIS D'1 AUTOSOIN
ZZR+293;SÉANCE COLLECTIVE D'ÉDUCATION EN DEHORS D'1 PROGRAMME D'ÉDUCATION THÉRAPEUTIQUE
